Chr	gene	all	syn	lof	lof_SNV	mis	Mis_MetaSVM	Mis_CADD15	Mis_CADD20	Mis_MetaSVM_or_CADD15	Mis_MetaSVM_or_CADD20	SpliceSite	StopGain	StopLoss	Mis_mpc2	Mis_mpc2_and_MetaSVM	Mis_mpc2_or_MetaSVM
16	BEAN1	2.4497E-05	6.43293E-06	2.23502E-06	1.13516E-06	1.5829E-05	0	8.75774E-06	7.17177E-06	8.75774E-06	7.17177E-06	2.04584E-07	8.79885E-07	5.06943E-08	0	0	0
16	BFAR	1.81778E-05	4.9225E-06	2.09129E-06	1.08599E-06	1.1164E-05	2.01013E-07	9.2813E-06	8.36718E-06	9.2813E-06	8.36718E-06	2.61513E-07	8.04239E-07	2.02419E-08	0	0	2.01013E-07
16	BICDL2	3.64926E-05	1.07883E-05	3.28372E-06	1.65275E-06	2.24206E-05	8.87415E-08	1.6142E-05	1.36434E-05	1.6142E-05	1.36434E-05	3.28602E-07	1.30478E-06	1.93633E-08	0	0	8.87415E-08
16	BOLA2	2.15985E-05	4.8339E-06	2.5463E-06	1.26591E-06	1.42183E-05	7.05398E-07	9.44765E-06	7.31113E-06	9.44765E-06	7.31696E-06	1.67412E-07	1.02431E-06	7.41887E-08	0	0	7.05398E-07
16	BOLA2-SMG1P6	1.57562E-05	4.29503E-06	1.35845E-06	7.02856E-07	1.01027E-05	1.88754E-07	7.78214E-06	5.31512E-06	7.78214E-06	5.31512E-06	1.66238E-07	5.24472E-07	1.21463E-08	0	0	1.88754E-07
16	BOLA2B	2.15985E-05	4.8339E-06	2.5463E-06	1.26591E-06	1.42183E-05	7.05398E-07	9.44765E-06	7.31113E-06	9.44765E-06	7.31696E-06	1.67412E-07	1.02431E-06	7.41887E-08	0	0	7.05398E-07
16	BRD7	2.62359E-05	7.11301E-06	2.74204E-06	1.59687E-06	1.63808E-05	5.31321E-07	1.32782E-05	1.20617E-05	1.32782E-05	1.20617E-05	6.65301E-07	9.16133E-07	1.54362E-08	0	0	5.31321E-07
16	BRICD5	1.30023E-05	3.70348E-06	1.18442E-06	7.14754E-07	8.11442E-06	9.04355E-07	4.30156E-06	3.9276E-06	4.30156E-06	3.9276E-06	3.22255E-07	3.75734E-07	1.6766E-08	0	0	9.04355E-07
16	C16orf45	1.06905E-05	2.87444E-06	7.24911E-07	4.58787E-07	7.09119E-06	1.93739E-07	5.8175E-06	5.19805E-06	5.8175E-06	5.19912E-06	2.26799E-07	2.12899E-07	1.90895E-08	0	0	1.93739E-07
16	C16orf46	1.53227E-05	4.40833E-06	1.29328E-06	6.37153E-07	9.62104E-06	0	4.09982E-06	3.2121E-06	4.09982E-06	3.2121E-06	7.64031E-08	5.24906E-07	3.58435E-08	0	0	0
16	C16orf47	5.5403E-06	1.54419E-06	4.9632E-07	2.88478E-07	3.49979E-06	0	1.4586E-06	6.66101E-07	1.4586E-06	6.66101E-07	1.04209E-07	1.66274E-07	1.79956E-08	0	0	0
16	C16orf52	8.48151E-06	2.28856E-06	1.20998E-06	5.95237E-07	4.98297E-06	0	4.43368E-06	3.91958E-06	4.43368E-06	3.91958E-06	8.35553E-08	4.91798E-07	1.98839E-08	0	0	0
16	C16orf54	1.22457E-05	3.09615E-06	9.56097E-07	4.44146E-07	8.19346E-06	0	5.71093E-06	5.00276E-06	5.71093E-06	5.00276E-06	1.7856E-08	4.09561E-07	1.67296E-08	0	0	0
16	C16orf58	2.65251E-05	8.39315E-06	2.14844E-06	1.24621E-06	1.59835E-05	1.45598E-06	1.07674E-05	9.38917E-06	1.07674E-05	9.38917E-06	5.06843E-07	7.21788E-07	1.75766E-08	0	0	1.45598E-06
16	C16orf59	2.46681E-05	7.09216E-06	2.32516E-06	1.25389E-06	1.52508E-05	5.53421E-08	6.86775E-06	5.83196E-06	6.86775E-06	5.83196E-06	3.8015E-07	8.57017E-07	1.67241E-08	0	0	5.53421E-08
16	C16orf62	5.12186E-05	1.4389E-05	4.66254E-06	2.83342E-06	3.2167E-05	3.01468E-06	2.7758E-05	2.45141E-05	2.7758E-05	2.45302E-05	1.35074E-06	1.4633E-06	1.93814E-08	0	0	3.01468E-06
16	C16orf70	1.77589E-05	4.58225E-06	2.31822E-06	1.41236E-06	1.08584E-05	1.23189E-06	1.00629E-05	9.16038E-06	1.00629E-05	9.16038E-06	6.69689E-07	7.24689E-07	1.79819E-08	0	0	1.23189E-06
16	C16orf71	2.46067E-05	7.33996E-06	2.34563E-06	1.24192E-06	1.49211E-05	0	6.7107E-06	4.97169E-06	6.7107E-06	4.97169E-06	3.35186E-07	8.8297E-07	2.37669E-08	0	0	0
16	C16orf72	1.63539E-05	4.42684E-06	2.22517E-06	1.06508E-06	9.70184E-06	9.81794E-08	8.74017E-06	7.7874E-06	8.74017E-06	7.7874E-06	1.24337E-07	9.28076E-07	1.26624E-08	3.16134E-06	5.92531E-08	3.20027E-06
16	C16orf74	4.46174E-06	1.62885E-06	2.215E-07	1.65624E-07	2.61138E-06	4.9506E-07	2.18526E-06	2.02842E-06	2.18526E-06	2.02842E-06	1.04148E-07	4.47003E-08	1.67762E-08	0	0	4.9506E-07
16	C16orf78	1.20381E-05	2.75474E-06	1.59622E-06	8.08358E-07	7.68714E-06	0	3.83914E-06	3.21451E-06	3.83914E-06	3.21451E-06	1.65412E-07	6.3029E-07	1.26553E-08	0	0	0
16	C16orf82	6.99336E-06	2.12512E-06	3.66314E-07	1.72582E-07	4.50193E-06	0	1.80188E-07	0	1.80188E-07	0	0	1.54986E-07	1.75963E-08	0	0	0
16	C16orf86	1.71457E-05	5.53187E-06	1.08427E-06	6.24778E-07	1.05295E-05	0	6.84871E-06	5.60027E-06	6.84871E-06	5.60027E-06	2.36951E-07	3.67596E-07	2.02311E-08	0	0	0
16	C16orf87	6.83379E-06	1.54332E-06	1.36456E-06	7.1888E-07	3.92591E-06	0	3.2921E-06	3.04169E-06	3.2921E-06	3.04169E-06	1.58822E-07	5.16547E-07	4.35108E-08	1.22261E-07	0	1.22261E-07
16	C16orf89	2.01493E-05	5.99046E-06	1.91716E-06	1.0466E-06	1.22417E-05	0	5.98722E-06	4.68528E-06	5.98722E-06	4.68528E-06	3.09667E-07	6.9645E-07	4.04814E-08	0	0	0
16	C16orf90	8.28979E-06	2.15197E-06	7.05971E-07	3.73876E-07	5.43185E-06	0	3.6913E-06	3.08794E-06	3.6913E-06	3.08794E-06	8.45451E-08	2.65676E-07	2.36557E-08	0	0	0
16	C16orf91	8.4508E-06	2.42629E-06	6.48013E-07	3.21651E-07	5.3765E-06	2.15308E-08	2.55714E-06	2.28803E-06	2.55714E-06	2.28803E-06	4.25527E-08	2.6109E-07	1.80086E-08	0	0	2.15308E-08
16	C16orf92	6.41339E-06	1.75018E-06	6.26736E-07	3.54342E-07	4.03648E-06	0	1.63306E-06	1.29199E-06	1.63306E-06	1.29199E-06	1.23755E-07	2.17915E-07	1.26717E-08	0	0	0
16	C16orf95	1.36745E-05	2.09124E-06	1.27039E-06	7.20203E-07	1.03128E-05	0	4.92442E-06	3.36836E-06	4.92442E-06	3.36836E-06	2.45337E-07	4.4015E-07	3.4716E-08	0	0	0
16	C16orf96	5.28256E-05	1.54912E-05	3.87805E-06	2.26919E-06	3.34564E-05	1.27636E-09	2.13897E-05	1.70191E-05	2.13897E-05	1.70191E-05	9.64464E-07	1.28709E-06	1.76394E-08	0	0	1.27636E-09
16	C16orf97	4.24656E-06	1.06269E-06	5.6838E-07	3.76381E-07	2.61549E-06	0	7.58692E-09	0	7.58692E-09	0	2.04387E-07	1.536E-07	1.83936E-08	0	0	0
16	C1QTNF8	2.08042E-05	6.984E-06	1.18023E-06	5.82472E-07	1.264E-05	3.31651E-06	6.90743E-06	5.67904E-06	7.09066E-06	6.02088E-06	8.52578E-08	4.78209E-07	1.90046E-08	0	0	3.31651E-06
16	CA5A	1.66363E-05	5.16111E-06	1.40511E-06	7.7587E-07	1.00701E-05	2.94109E-06	5.9857E-06	4.98403E-06	5.9857E-06	4.98699E-06	2.53066E-07	5.03394E-07	1.94095E-08	0	0	2.94109E-06
16	CA7	1.37699E-05	4.02432E-06	1.05408E-06	6.30695E-07	8.69154E-06	3.06689E-06	7.94472E-06	7.00044E-06	7.94472E-06	7.00135E-06	2.75235E-07	3.3871E-07	1.67496E-08	2.31797E-06	1.80439E-06	3.58046E-06
16	CACNA1H	0.000161848	5.1546E-05	7.5171E-06	4.32452E-06	0.000102784	7.92903E-05	7.48491E-05	6.74237E-05	8.59083E-05	8.33298E-05	1.7514E-06	2.55406E-06	1.90629E-08	0	0	7.92903E-05
16	CACNG3	1.714E-05	4.84662E-06	1.77874E-06	9.31406E-07	1.05146E-05	4.55215E-06	9.60079E-06	9.00574E-06	9.63937E-06	9.0852E-06	2.36908E-07	6.77871E-07	1.6627E-08	5.11765E-06	3.32023E-06	6.34957E-06
16	CALB2	1.39308E-05	4.20529E-06	1.41235E-06	8.74647E-07	8.31316E-06	2.79919E-06	7.5509E-06	6.77959E-06	7.55507E-06	6.79135E-06	4.16992E-07	4.30161E-07	2.74937E-08	0	0	2.79919E-06
16	CAPN15	7.74086E-05	2.57946E-05	4.14851E-06	2.14638E-06	4.74655E-05	1.98745E-05	3.41308E-05	3.16522E-05	3.4495E-05	3.24327E-05	5.2443E-07	1.60171E-06	2.02432E-08	0	0	1.98745E-05
16	CAPNS2	9.56561E-06	2.21005E-06	9.07858E-07	4.1274E-07	6.4477E-06	1.31826E-06	5.17392E-06	4.62452E-06	5.17392E-06	4.62876E-06	0	3.96095E-07	1.66446E-08	0	0	1.31826E-06
16	CARHSP1	8.39394E-06	2.33344E-06	5.61551E-07	4.25682E-07	5.49895E-06	8.72832E-07	4.96216E-06	4.32951E-06	4.96216E-06	4.32951E-06	2.99005E-07	1.08695E-07	1.79827E-08	0	0	8.72832E-07
16	CARMIL2	8.74964E-05	2.65769E-05	7.05544E-06	4.12709E-06	5.3864E-05	8.61859E-07	4.18894E-05	3.61654E-05	4.18894E-05	3.6168E-05	1.76448E-06	2.34268E-06	1.99301E-08	2.17191E-06	3.88059E-07	2.64571E-06
16	CASKIN1	0.000105395	3.67917E-05	4.98373E-06	2.72237E-06	6.36199E-05	8.33632E-06	4.29442E-05	3.68476E-05	4.30101E-05	3.69877E-05	8.95781E-07	1.80909E-06	1.75004E-08	8.63444E-06	3.16703E-06	1.38037E-05
16	CBFA2T3	4.67729E-05	1.49773E-05	2.66077E-06	1.64677E-06	2.91348E-05	6.10755E-07	2.26131E-05	1.96172E-05	2.26131E-05	1.96172E-05	8.16267E-07	8.11198E-07	1.93036E-08	7.82514E-07	1.37559E-07	1.25571E-06
16	CBFB	1.1592E-05	2.91112E-06	1.46702E-06	8.46004E-07	7.21383E-06	1.70688E-07	6.88434E-06	6.39531E-06	6.88434E-06	6.39531E-06	3.18262E-07	4.96812E-07	3.09299E-08	2.62431E-06	1.97666E-08	2.77523E-06
16	CBLN1	1.22648E-05	4.08302E-06	6.66756E-07	3.53312E-07	7.51503E-06	2.66913E-06	7.0681E-06	6.65598E-06	7.0681E-06	6.66203E-06	8.32078E-08	2.50755E-07	1.93488E-08	4.34154E-06	2.29707E-06	4.7136E-06
16	CCDC102A	4.20483E-05	1.29785E-05	1.86406E-06	1.00239E-06	2.72058E-05	4.72771E-06	2.32136E-05	2.15628E-05	2.32136E-05	2.15738E-05	2.93641E-07	6.89331E-07	1.94223E-08	5.99184E-06	0	1.07195E-05
16	CCDC113	1.80787E-05	4.50182E-06	2.44328E-06	1.28078E-06	1.11337E-05	9.55441E-08	7.46698E-06	6.43702E-06	7.46698E-06	6.43702E-06	3.31741E-07	9.29994E-07	1.90486E-08	0	0	9.55441E-08
16	CCDC154	3.82484E-05	1.14416E-05	2.92857E-06	1.68751E-06	2.38782E-05	0	1.19301E-05	9.47065E-06	1.19301E-05	9.47065E-06	6.76272E-07	9.92848E-07	1.83874E-08	0	0	0
16	CCDC189	2.00088E-05	5.94428E-06	1.54566E-06	8.78761E-07	1.25189E-05	0	7.76951E-06	6.28708E-06	7.76951E-06	6.28708E-06	3.05029E-07	5.33522E-07	4.02107E-08	0	0	0
16	CCDC78	2.37931E-05	6.29516E-06	2.84833E-06	1.6377E-06	1.46496E-05	7.59571E-09	7.04547E-06	5.5013E-06	7.04547E-06	5.5013E-06	6.52393E-07	9.68504E-07	1.68049E-08	0	0	7.59571E-09
16	CCL17	4.0949E-06	1.1782E-06	4.67084E-07	2.73103E-07	2.44962E-06	6.33859E-08	1.44466E-06	1.27158E-06	1.44466E-06	1.27158E-06	1.0251E-07	1.55185E-07	1.54074E-08	0	0	6.33859E-08
16	CCL22	5.65138E-06	1.60578E-06	3.42119E-07	2.1089E-07	3.70348E-06	6.36245E-08	2.23886E-06	1.96997E-06	2.23886E-06	1.96997E-06	8.27242E-08	1.04983E-07	2.31834E-08	0	0	6.36245E-08
16	CCNF	4.11018E-05	1.26026E-05	3.73349E-06	2.10073E-06	2.47657E-05	1.72985E-07	1.72603E-05	1.50812E-05	1.72603E-05	1.50812E-05	7.81215E-07	1.3062E-06	1.33128E-08	0	0	1.72985E-07
16	CCP110	3.58085E-05	8.46557E-06	4.21912E-06	2.19558E-06	2.31238E-05	1.07667E-07	1.50036E-05	1.32954E-05	1.50036E-05	1.32954E-05	5.50406E-07	1.61883E-06	2.63381E-08	0	0	1.07667E-07
16	CD19	2.68798E-05	8.05803E-06	2.11786E-06	1.26895E-06	1.67039E-05	4.00503E-08	1.17229E-05	1.02561E-05	1.17229E-05	1.02615E-05	5.68981E-07	6.79131E-07	2.08359E-08	0	0	4.00503E-08
16	CD2BP2	1.61511E-05	4.14867E-06	1.36501E-06	7.43017E-07	1.06375E-05	4.03138E-07	8.20443E-06	6.97235E-06	8.20627E-06	6.97419E-06	2.28631E-07	4.97596E-07	1.67894E-08	0	0	4.03138E-07
16	CDH1	4.27691E-05	1.32058E-05	3.03334E-06	1.77655E-06	2.653E-05	6.58946E-06	1.91978E-05	1.73357E-05	1.91978E-05	1.73537E-05	7.53226E-07	1.00543E-06	1.78898E-08	0	0	6.58946E-06
16	CDH11	4.0196E-05	1.22395E-05	2.47343E-06	1.44165E-06	2.5483E-05	6.13194E-06	2.24472E-05	2.06975E-05	2.24675E-05	2.07557E-05	5.83614E-07	8.25424E-07	3.26171E-08	1.42781E-06	5.99776E-07	6.95998E-06
16	CDH13	3.75116E-05	1.08391E-05	2.88969E-06	1.67791E-06	2.37827E-05	3.33301E-06	1.92271E-05	1.66355E-05	1.92301E-05	1.66439E-05	6.5542E-07	9.69424E-07	5.30665E-08	0	0	3.33301E-06
16	CDH15	5.33955E-05	1.7919E-05	2.76413E-06	1.5474E-06	3.27123E-05	6.47593E-06	2.34345E-05	2.05648E-05	2.3445E-05	2.05954E-05	5.54698E-07	9.73384E-07	1.93182E-08	0	0	6.47593E-06
16	CDH16	3.8573E-05	1.13403E-05	3.15782E-06	1.79956E-06	2.40749E-05	2.26305E-06	1.52807E-05	1.29778E-05	1.53045E-05	1.30248E-05	6.9618E-07	1.08662E-06	1.67601E-08	0	0	2.26305E-06
16	CDH3	4.27471E-05	1.32265E-05	2.89049E-06	1.66267E-06	2.66301E-05	6.75E-06	2.09671E-05	1.83308E-05	2.09695E-05	1.83393E-05	6.49133E-07	9.82263E-07	3.12702E-08	0	0	6.75E-06
16	CDH5	4.72511E-05	1.5404E-05	3.02549E-06	1.59578E-06	2.88217E-05	6.74009E-06	2.1583E-05	1.9107E-05	2.1583E-05	1.9122E-05	4.34625E-07	1.14377E-06	1.73879E-08	0	0	6.74009E-06
16	CDH8	3.35969E-05	9.31181E-06	2.6262E-06	1.41198E-06	2.16589E-05	4.97225E-06	1.94409E-05	1.77526E-05	1.94428E-05	1.77818E-05	4.2259E-07	9.71382E-07	1.80042E-08	1.58915E-06	6.23928E-07	5.93748E-06
16	CDIP1	9.51609E-06	2.92243E-06	5.26913E-07	3.2155E-07	6.06674E-06	3.11506E-06	5.46627E-06	4.80707E-06	5.4756E-06	4.86557E-06	1.44049E-07	1.64291E-07	1.32106E-08	0	0	3.11506E-06
16	CDIPT	1.20836E-05	3.73667E-06	7.16174E-07	4.46672E-07	7.63081E-06	1.08876E-06	7.2253E-06	6.65942E-06	7.2253E-06	6.65942E-06	2.11025E-07	2.15601E-07	2.00458E-08	0	0	1.08876E-06
16	CDK10	2.19044E-05	6.24651E-06	1.82176E-06	1.18456E-06	1.38361E-05	2.6188E-06	1.18641E-05	1.08396E-05	1.18641E-05	1.08408E-05	6.36098E-07	5.09763E-07	3.86991E-08	0	0	2.6188E-06
16	CDR2	2.01953E-05	5.92663E-06	1.98983E-06	9.82557E-07	1.22788E-05	2.46568E-08	8.86766E-06	7.84773E-06	8.86766E-06	7.84773E-06	1.64635E-07	8.05818E-07	1.21042E-08	0	0	2.46568E-08
16	CDT1	3.83851E-05	1.13082E-05	1.75179E-06	9.99647E-07	2.53251E-05	2.0825E-06	1.6067E-05	1.3418E-05	1.6067E-05	1.34197E-05	3.80311E-07	6.01714E-07	1.76228E-08	3.70218E-07	0	2.45272E-06
16	CDYL2	2.71205E-05	8.29272E-06	2.32651E-06	1.18209E-06	1.65013E-05	2.66618E-06	1.33392E-05	1.23428E-05	1.33392E-05	1.23428E-05	2.49765E-07	9.15534E-07	1.6791E-08	0	0	2.66618E-06
16	CEMP1	1.09823E-05	2.75899E-06	1.35317E-06	6.2045E-07	6.87012E-06	0	5.22757E-07	1.48409E-08	5.22757E-07	1.48409E-08	0	5.86177E-07	3.42732E-08	0	0	0
16	CENPBD1	9.54966E-06	2.49018E-06	1.24373E-06	5.64158E-07	5.81576E-06	2.57647E-08	2.51645E-06	2.04013E-06	2.51645E-06	2.04013E-06	0	5.43654E-07	2.05033E-08	0	0	2.57647E-08
16	CENPN	1.61269E-05	4.07354E-06	2.51005E-06	1.37714E-06	9.54328E-06	1.21212E-07	6.16078E-06	5.31704E-06	6.16078E-06	5.31704E-06	4.22193E-07	9.06332E-07	4.86119E-08	0	0	1.21212E-07
16	CENPT	2.69678E-05	7.41983E-06	2.34934E-06	1.33086E-06	1.71986E-05	6.79521E-07	1.02515E-05	8.61453E-06	1.02515E-05	8.61453E-06	4.96112E-07	8.14787E-07	1.99584E-08	0	0	6.79521E-07
16	CES1	2.36684E-05	6.67661E-06	2.18888E-06	1.28322E-06	1.48029E-05	3.49167E-06	8.87692E-06	8.00774E-06	8.8802E-06	8.03723E-06	5.41227E-07	7.24529E-07	1.74679E-08	0	0	3.49167E-06
16	CES2	3.06482E-05	9.18127E-06	2.15823E-06	1.22586E-06	1.93087E-05	3.95061E-06	1.0501E-05	9.11557E-06	1.0506E-05	9.12569E-06	4.60903E-07	7.45901E-07	1.90511E-08	0	0	3.95061E-06
16	CES3	2.71011E-05	7.83852E-06	2.33048E-06	1.32425E-06	1.69321E-05	2.33591E-06	9.47405E-06	8.06715E-06	9.50465E-06	8.10775E-06	5.02529E-07	8.04984E-07	1.6742E-08	0	0	2.33591E-06
16	CES4A	2.97018E-05	8.40179E-06	2.60594E-06	1.4894E-06	1.8694E-05	3.12831E-06	1.02114E-05	8.33784E-06	1.02983E-05	8.54728E-06	5.61385E-07	8.93231E-07	3.47857E-08	1.60751E-06	9.87214E-07	3.74861E-06
16	CES5A	2.81573E-05	8.24721E-06	3.2905E-06	1.96655E-06	1.66196E-05	3.17064E-06	1.07252E-05	9.25813E-06	1.07252E-05	9.26692E-06	8.91919E-07	1.05916E-06	1.54716E-08	0	0	3.17064E-06
16	CETP	2.2423E-05	6.5839E-06	2.36897E-06	1.46864E-06	1.34701E-05	0	6.62271E-06	5.41619E-06	6.62271E-06	5.41619E-06	7.28985E-07	7.2026E-07	1.93988E-08	0	0	0
16	CFAP20	9.75807E-06	2.36009E-06	9.95465E-07	5.68413E-07	6.40251E-06	1.57675E-06	6.26765E-06	5.85525E-06	6.26765E-06	5.85525E-06	2.07807E-07	3.41641E-07	1.89643E-08	3.31526E-06	1.48192E-06	3.41009E-06
16	CFDP1	1.15619E-05	3.23106E-06	1.54871E-06	8.37843E-07	6.78218E-06	4.02664E-07	5.84002E-06	5.25974E-06	5.84002E-06	5.25974E-06	2.5019E-07	5.68693E-07	1.89598E-08	0	0	4.02664E-07
16	CHD9	0.000106416	2.46675E-05	1.38003E-05	7.10571E-06	6.79478E-05	3.86808E-05	5.72736E-05	5.05979E-05	5.82616E-05	5.34362E-05	1.73015E-06	5.35566E-06	1.99086E-08	0	0	3.86808E-05
16	CHMP1A	1.61515E-05	1.43886E-06	2.39885E-06	1.22717E-06	1.23138E-05	2.17561E-06	7.25267E-06	6.21594E-06	7.25267E-06	6.23429E-06	2.54437E-07	9.37342E-07	3.53956E-08	0	0	2.17561E-06
16	CHP2	1.13918E-05	2.99483E-06	1.09958E-06	6.40892E-07	7.29741E-06	6.88625E-07	6.02288E-06	5.64389E-06	6.02288E-06	5.64389E-06	2.53693E-07	3.66952E-07	2.0247E-08	0	0	6.88625E-07
16	CHST4	1.90693E-05	4.58839E-06	1.88649E-06	8.54567E-07	1.25945E-05	7.7096E-06	8.8467E-06	8.0499E-06	9.26445E-06	8.75481E-06	1.66652E-08	8.25542E-07	1.23599E-08	0	0	7.7096E-06
16	CHST5	3.28373E-05	1.04433E-05	1.70977E-06	7.79156E-07	2.06843E-05	7.71614E-06	1.4467E-05	1.33693E-05	1.51896E-05	1.46719E-05	1.78444E-08	7.44489E-07	1.68229E-08	0	0	7.71614E-06
16	CHST6	3.34308E-05	1.07884E-05	1.55224E-06	7.09388E-07	2.10902E-05	1.4613E-05	1.6154E-05	1.46223E-05	1.76928E-05	1.68598E-05	1.66874E-08	6.74281E-07	1.842E-08	0	0	1.4613E-05
16	CHTF18	6.72316E-05	2.07793E-05	4.74808E-06	2.80161E-06	4.17042E-05	2.13707E-06	2.50283E-05	2.25903E-05	2.50424E-05	2.2615E-05	1.2256E-06	1.55717E-06	1.88327E-08	0	0	2.13707E-06
16	CHTF8	5.22189E-06	1.38026E-06	3.59837E-07	2.42979E-07	3.48179E-06	6.3195E-07	2.56961E-06	2.2075E-06	2.56961E-06	2.2075E-06	1.26204E-07	9.34861E-08	2.32889E-08	0	0	6.3195E-07
16	CIAPIN1	1.23779E-05	2.80136E-06	1.73447E-06	1.02901E-06	7.84208E-06	9.67961E-07	5.8883E-06	5.07028E-06	5.8883E-06	5.07028E-06	4.25724E-07	5.64368E-07	3.89147E-08	0	0	9.67961E-07
16	CIITA	6.09871E-05	1.87305E-05	4.20726E-06	2.4981E-06	3.80493E-05	6.06668E-06	2.05853E-05	1.73876E-05	2.07287E-05	1.77438E-05	1.10423E-06	1.36733E-06	2.65508E-08	5.617E-07	2.83476E-07	6.3449E-06
16	CKLF	7.04196E-06	1.99126E-06	5.87223E-07	3.55343E-07	4.46348E-06	3.66711E-08	2.99907E-06	2.63783E-06	2.99907E-06	2.63783E-06	1.43459E-07	1.85504E-07	2.638E-08	0	0	3.66711E-08
16	CKLF-CMTM1	1.02753E-05	3.24454E-06	6.67882E-07	4.06449E-07	6.36291E-06	4.37734E-08	3.94768E-06	3.05217E-06	3.94768E-06	3.05217E-06	1.67058E-07	2.09146E-07	3.02445E-08	0	0	4.37734E-08
16	CLCN7	5.41426E-05	1.80679E-05	3.34616E-06	2.11888E-06	3.27285E-05	2.2857E-05	2.71425E-05	2.43988E-05	2.79539E-05	2.63962E-05	1.11943E-06	9.81829E-07	1.76173E-08	2.29512E-07	2.29512E-07	2.2857E-05
16	CLDN6	1.11605E-05	3.49185E-06	6.12295E-07	2.94218E-07	7.05632E-06	4.40483E-06	5.39375E-06	5.02217E-06	5.43516E-06	5.13375E-06	2.04193E-08	2.54462E-07	1.93364E-08	0	0	4.40483E-06
16	CLDN9	1.33956E-05	4.61948E-06	5.65686E-07	2.61214E-07	8.21047E-06	5.22537E-06	6.48174E-06	5.7457E-06	6.55566E-06	6.10037E-06	0	2.43578E-07	1.76359E-08	0	0	5.22537E-06
16	CLEC16A	5.90701E-05	1.79507E-05	3.88336E-06	2.22753E-06	3.7236E-05	2.62273E-06	2.86241E-05	2.53793E-05	2.86241E-05	2.53834E-05	8.67196E-07	1.32467E-06	3.56706E-08	1.73553E-06	6.50102E-07	3.70816E-06
16	CLEC18A	2.36671E-05	6.87377E-06	1.96299E-06	1.14947E-06	1.48303E-05	3.36526E-07	9.73984E-06	8.60443E-06	9.73984E-06	8.60443E-06	4.81869E-07	6.50813E-07	1.67879E-08	1.02473E-05	3.34086E-07	1.02498E-05
16	CLEC18B	2.38461E-05	6.93785E-06	2.01583E-06	1.18545E-06	1.48924E-05	7.9774E-07	1.02248E-05	8.95374E-06	1.02248E-05	8.95374E-06	5.0435E-07	6.64308E-07	1.67912E-08	0	0	7.9774E-07
16	CLEC18C	2.34952E-05	6.8086E-06	1.93876E-06	1.12845E-06	1.47478E-05	6.36306E-07	1.00977E-05	8.87624E-06	1.00977E-05	8.87624E-06	4.63487E-07	6.48249E-07	1.67115E-08	0	0	6.36306E-07
16	CLEC19A	7.95496E-06	2.28887E-06	9.38527E-07	5.2161E-07	4.72756E-06	0	2.98443E-06	1.92404E-06	2.98443E-06	1.92404E-06	1.69402E-07	3.33533E-07	1.86751E-08	0	0	0
16	CLEC3A	9.51512E-06	2.47456E-06	1.18995E-06	6.02473E-07	5.85062E-06	7.80493E-07	4.47163E-06	3.81242E-06	4.47163E-06	3.81242E-06	1.08755E-07	4.69978E-07	2.37412E-08	0	0	7.80493E-07
16	CLN3	2.30335E-05	6.60187E-06	2.10273E-06	1.30428E-06	1.43289E-05	9.5147E-06	1.05121E-05	8.8356E-06	1.19075E-05	1.11808E-05	6.45271E-07	6.38759E-07	2.02464E-08	0	0	9.5147E-06
16	CLUAP1	1.82544E-05	4.79987E-06	2.07303E-06	1.20159E-06	1.13815E-05	6.32824E-07	8.89002E-06	7.71943E-06	8.89002E-06	7.71943E-06	4.85127E-07	6.97151E-07	1.9312E-08	0	0	6.32824E-07
16	CMC2	3.35926E-06	8.83669E-07	4.57913E-07	2.8373E-07	2.01768E-06	1.04412E-07	1.43281E-06	1.06927E-06	1.43281E-06	1.06927E-06	1.25975E-07	1.39346E-07	1.84085E-08	0	0	1.04412E-07
16	CMIP	4.51445E-05	1.45845E-05	3.09716E-06	1.8607E-06	2.74628E-05	1.12898E-06	2.57818E-05	2.39442E-05	2.57915E-05	2.39833E-05	8.54025E-07	9.89169E-07	1.75077E-08	7.05617E-07	1.23445E-07	1.71116E-06
16	CMTM1	1.60041E-05	5.12126E-06	7.86119E-07	4.3633E-07	1.00968E-05	5.46537E-08	5.07514E-06	3.36625E-06	5.07514E-06	3.36625E-06	1.26254E-07	2.79832E-07	3.02445E-08	0	0	5.46537E-08
16	CMTM2	1.1569E-05	3.50228E-06	7.80337E-07	4.30618E-07	7.28639E-06	4.33669E-08	3.51858E-06	2.70993E-06	3.51858E-06	2.70993E-06	1.24907E-07	2.79775E-07	2.59358E-08	0	0	4.33669E-08
16	CMTM3	1.11542E-05	3.95004E-06	5.05422E-07	3.37976E-07	6.69874E-06	0	4.73914E-06	4.03029E-06	4.73914E-06	4.03029E-06	1.87413E-07	1.33957E-07	1.66061E-08	0	0	0
16	CMTM4	1.4685E-05	4.73964E-06	8.12463E-07	4.59226E-07	9.13286E-06	0	8.18396E-06	7.61057E-06	8.18396E-06	7.61057E-06	1.39626E-07	2.8259E-07	3.70101E-08	0	0	0
16	CMTR2	2.53621E-05	6.61441E-06	2.08146E-06	9.43887E-07	1.66662E-05	1.48368E-07	9.41008E-06	7.99843E-06	9.41008E-06	7.99843E-06	1.70758E-08	9.10061E-07	1.67504E-08	0	0	1.48368E-07
